"player_id" "pcu_score"
2016020202 1.15873015873016
2016020302 0.733597883597884
2016020402 0.921428571428571
2016020404 1.09755291005291
2016020405 0.849206349206349
2016020802 0.287037037037037
2016020804 0.525925925925926
2016020805 0.412037037037037
2016020806 0.222222222222222
2016020807 0.707407407407407
2016020808 0.611111111111111
2016020809 0.166666666666667
2016021002 NA
2016021004 0.12037037037037
2016021005 0.342592592592593
2016021006 0.175925925925926
2016021007 0.403703703703704
2016021102 0.375
2016021104 0.436111111111111
2016021105 0.296296296296296
2016021106 0.47037037037037
2016021202 0.666666666666667
2016021204 0.521296296296296
2016021205 0.300925925925926
2016021206 0.310185185185185
2016021207 0.231481481481482
2016021502 0.423148148148148
2016021504 0.101851851851852
2016021505 0.661111111111111
2016021506 0.0833333333333333
2016021507 0.600925925925926
2016022202 0.98478835978836
2016022302 1.03174603174603
2016022304 0.703703703703704
2016022402 1.02579365079365
2016022502 0.742592592592593
